artista,título,letra,gênero
Justin Timberlake,Sexyback,"I'm bringing sexy back
Them other boys don't know how to act
I think your special what's behind your back
So turn around and I'll pick up the slack.
Take em' to the bridge



Dirty babe

You see these shackles, baby I'm your slave

I'll let you whip me if I misbehave

It's just that no one makes me feel this way



Take em' to the chorus



Come here girl,

go ahead, be gone with it

Come to the back,

go ahead, be gone with it

VIP

Go ahead, be gone with it

Drinks on me

Go ahead, be gone with it

Let me see what you're working with

Go ahead, be gone with it

Look at those hips

Go ahead, be gone with it

You make me smile

Go ahead, be gone with it

Go ahead child

Go ahead, be gone with it

And get your sexy on

Go ahead, be gone with it



Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on



I'm bringing sexy back

Them other fuckers don't know how to act

Come let me make up for the things you lack

'Cause your burning up I gotta get it fast



Take em' to the bridge



Dirty babe

You see these shackles, baby I'm your slave

I'll let you whip me if I misbehave

It's just that no one makes me feel this way



Come here girl,

Go ahead, be gone with it

Come to the back,

go ahead, be gone with it

VIP

Go ahead, be gone with it

Drinks on me

Go ahead, be gone with it

Let me see what you're working with

Go ahead, be gone with it

Look at those hips

Go ahead, be gone with it

You make me smile

Go ahead, be gone with it

Go ahead child

Go ahead, be gone with it

And get your sexy on

Go ahead, be gone with it



Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on



You're ready?

you're ready?

you're ready?

mmm... yes!



I'm bringing sexy back

Them other fuckers wait till I attack

If that's your girl you better watch your back

'Cause she'll burn it up for me and that's a fact



Take em' to the chorus



Come here girl

Go ahead, be gone with it

Come to the back

Go ahead, be gone with it

VIP

Go ahead, be gone with it

Drinks on me

Go ahead, be gone with it

Let me see what you're working with

Go ahead, be gone with it

Look at those hips

Go ahead, be gone with it

You make me smile

Go ahead, be gone with it

Go ahead child

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it



Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on.



You're ready?... Yes!

You're ready?... Yes!

Yes",pop rock
Justin Timberlake,Can'T Stop The Feeling,"I got this feeling inside my bones
It goes electric, wavey when I turn it on
All through my city, all through my home
We're flying up, no ceiling, when we in our zone...
I got that sunshine in my pocket

Got that good song in my feet

I feel that hot blood in my body when it drops

I can't take my eyes up off it, moving so phenomenally

You gon' like the way we rock it, so don't stop



Under the lights when everything goes

Nowhere to hide when I'm getting you close

When we move, well, you already know

So just imagine, just imagine, just imagine

Nothing I can see but you when you dance, dance, dance

A feeling good, good, creeping up on you

So just dance, dance, dance, come on

All those things I should do to you

But you dance, dance, dance

And ain't nobody leaving soon, so keep dancing



I can't stop the feeling

So just dance, dance, dance

I can't stop the feeling

So just dance, dance, dance, come on



Ooh, it's something magical

It's in the air, it's in my blood, it's rushing on

I don't need no reason, don't need control

I fly so high, no ceiling, when I'm in my zone



Cause I got that sunshine in my pocket

Got that good song in my feet

I feel that hot blood in my body when it drops

I can't take my eyes up off it, moving so phenomenally

You gon' like the way we rock it, so don't stop



Under the lights when everything goes

Nowhere to hide when I'm getting you close

When we move, well, you already know

So just imagine, just imagine, just imagine

Nothing I can see but you when you dance, dance, dance

Feeling good, good, creeping up on you

So just dance, dance, dance, come on

All those things I should do to you

But you dance, dance, dance

And ain't nobody leaving soon, so keep dancing



I can't stop the feeling

So just dance, dance, dance

I can't stop the feeling

So just dance, dance, dance

I can't stop the feeling

So just dance, dance, dance

I can't stop the feeling

So keep dancing, come on



I can't stop the, I can't stop the

I can't stop the, I can't stop the

I can't stop the feeling...



Nothing I can see but you when you dance, dance, dance

(I can't stop the feeling)

Feeling good, good, creeping up on you

So just dance, dance, dance, come on

(I can't stop the feeling...)

All those things I should do to you

But you dance, dance, dance

(I can't stop the feeling...)

And ain't nobody leaving soon, so keep dancing



Everybody sing!

(I can't stop the feeling)

Got this feeling in my body

(I can't stop the feeling)

Got this feeling in my body

(I can't stop the feeling)

Wanna see you move your body

(I can't stop the feeling)

Got this feeling in my body

Break it down

Got this feeling in my body

Can't stop the feeling...



Got this feeling in my body, come on...",pop rock
Justin Timberlake,Mirrors,"Aren't you somethin' to admire
Cause your shine is somethin' like a mirror
And I can't help but notice
You reflect in this heart of mine
If you ever feel alone and
The glare makes me hard to find

Just know that I'm always

Parallel on the other side



Cause with your hand in my hand and a pocket full of soul

I can tell you there's no place we couldn't go

Just put your hand on the glass

I'm here tryin' to pull you through

You just gotta be strong



Cause I don't wanna lose you now

I'm lookin' right at the other half of me

The vacancy that sat in my heart

Is a space that now you hold

Show me how to fight for now

And I'll tell you, baby, it was easy

Comin' back here to you once I figured it out

You were right here all along

It's like you're my mirror

My mirror staring back at me

I couldn't get any bigger

With anyone else beside me

And now it's clear as this promise

That we're making

Two reflections into one

Cause it's like you're my mirror

My mirror staring back at me, staring back at me



Aren't you somethin', an original

Cause it doesn't seem merely a sample

And I can't help but stare, cause

I see truth somewhere in your eyes

I can't ever change without you

You reflect me, I love that about you

And if I could, I

Would look at us all the time



Cause with your hand in my hand and a pocket full of soul

I can tell you there's no place we couldn't go

Just put your hand on the glass

I'm here tryin' to pull you through

You just gotta be strong



Cause I don't wanna lose you now

I'm lookin' right at the other half of me

The vacancy that sat in my heart

Is a space that now you hold

Show me how to fight for now

And I'll tell you, baby, it was easy

Comin' back here to you once I figured it out

You were right here all along

It's like you're my mirror

My mirror staring back at me

I couldn't get any bigger

With anyone else beside me

And now it's clear as this promise

That we're making

Two reflections into one

Cause it's like you're my mirror

My mirror staring back at me, staring back at me



Yesterday is history

Tomorrow's a mystery

I can see you lookin' back at me

Keep your eyes on me

Baby, keep your eyes on me



Cause I don't wanna lose you now

I'm lookin' right at the other half of me

The vacancy that sat in my heart

Is a space that now you hold

Show me how to fight for now

And I'll tell you, baby, it was easy

Comin' back here to you once I figured it out

You were right here all along

It's like you're my mirror

My mirror staring back at me

I couldn't get any bigger

With anyone else beside me

And now it's clear as this promise

That we're making

Two reflections into one

Cause it's like you're my mirror

My mirror staring back at me, staring back at me



You are, you are the love of my life



Baby, you're the inspiration of this precious song

And I just wanna see your face light up since you put me on

So now I say goodbye to the old me, it's already gone

And I can't wait wait wait wait wait to get you home

Just to let you know, you are



Girl you're my reflection, all I see is you

My reflection, in everything I do

You're my reflection and all I see is you

My reflection, in everything I do",pop rock
Justin Timberlake,Rock Your Body,"Don't be so quick to walk away 
Dance with me 
I wanna rock your body 
Please stay 
Dance with me 
You don't have to admit you wanna play 

Dance with me 

Just let me rock you 

Till the break of day 

Dance with me 

Got time, but I don't mind 



Just wanna rock you girl 

I'll have whatever you have 

Come on, just give it up girl 

See I've been watching you 

I like the way you move 

So go ahead, girl, just do 

That ass shaking thing you do 



So you grab your girls 

And you grab a couple more 

And you all come meet me 

In the middle of the floor 

Said the air is thick, it's smelling right 

So you blast to the left and you sail to the right 



Don't be so quick to walk away 

Dance with me 

I wanna rock your body 

Please stay 

Dance with me 

You don't have to admit you wanna play 

Dance with me 

Just let me rock you 

Till the break of day 

Dance with me 



I don't mean no harm 

Just wanna rock you girl 

Make a move, but be calm 

Let's go, let's give it up girl 

See it appears to me 

You like the way I move 

I'll tell you what I'm gonna do 

Pull you close and share my groove 



So you grab your girls 

And you grab a couple more 

And you all come meet me 

In the middle of the floor 

Said the air is thick, it's smelling right 

So you blast to the left and you sail to the right 



Don't be so quick to walk away 

Dance with me 

I wanna rock your body 

Please stay 

Dance with me 

You don't have to admit you wanna play 

Dance with me 

Just let me rock you 

Till the break of day 

Dance with me 



Talk to me boy 

No disrespect, I don't mean no harm 

Talk to me boy 

I can't wait to have you in my arms 

Talk to me boy 

Hurry up cause you're taking too long 

Talk to me boy 

Better have you naked by the end of this song 



So what did you come for 

I came to dance with you 

And you know that you don't want to hit the floor 

I came to romance with you 

You're searching for love forever more 

It's time to take a chance 

If love is here on the floor, girl 



Hey 

Dance with me 

Yea 

Come on baby 



Don't be so quick to walk away 

(Don't walk away) 

(Come on and) 

Dance with me 

I wanna rock your body 

(Let me rock your body) 

Please stay 

(Come on and) 

Dance with me 

You don't have to admit you wanna play 

(You don't have to admit you wanna play, just) Dance with me 

Just let me rock you 

(Do do do do) 

Till the break of day 

(Come on and) 

Dance with me 



Talk to me boy 

No disrespect, I don't mean no harm 

Talk to me boy 

But I can't wait to have you in my arms 

Talk to me boy 

Hurry up cause you're taking too long 

Talk to me boy 

Better have you naked by the end of this song 



Don't be so quick to walk away 

(Just think of me and you) 

Don't be so quick to walk away 

(We could do something) 

Don't be so quick to walk away 

(I like the way you look right now) 

Don't be so quick to walk away 

(Come over here baby) 



Are you feeling me? 

Let's do something 

Let's make a bet 

Cause I, gotta have you naked by the end of this song",pop rock
Bon Jovi,It'S My Life,"This ain't a song for the broken-hearted
No silent prayer for the faith-departed
I ain't gonna be just a face in the crowd
You're gonna hear my voice
When I shout it out loud

It's my life

It's now or never

I ain't gonna live forever

I just want to live while I'm alive

(It's my life)

My heart is like an open highway

Like Frankie said, ""I did it my way""

I just wanna live while I'm alive

It's my life



This is for the ones who stood their ground

For Tommy and Gina who never backed down

Tomorrow's getting harder make no mistake

Luck ain't even lucky

Got to make your own breaks



It's my life

It's now or never

I ain't gonna live forever

I just want to live while I'm alive

(It's my life)

My heart is like an open highway

Like Frankie said, ""I did it my way""

I just wanna live while I'm alive

It's my life



Better stand tall when they're calling you out

Don't bend, don't break, baby, don't back down



It's my life

It's now or never

I ain't gonna live forever

I just want to live while I'm alive

(It's my life)

My heart is like an open highway

Like Frankie said, ""I did it my way""

I just wanna live while I'm alive

It's my life



It's my life

It's now or never

I ain't gonna live forever

I just want to live while I'm alive

(It's my life)

My heart is like an open highway

Like Frankie said, ""I did it my way""

I just wanna live while I'm alive

It's my life",pop
Bon Jovi,Living' On A Prayer,"Once upon a time 
Not so long ago 
Tommy used to work on the docks 
Union's been on strike 
He's down on his luck...

it's tough, so tough 

Gina works the diner all day 

Working for her man, 

she brings home her pay 

For love, for love 



She says we've got to hold on to what we've got 

'Cause it doesn't make a difference 

If we make it or not 

We've got each other and that's a lot 

For love - we'll give it a shot 



Whooah, we're half way there 

Whooah, Livin' on a prayer 

Take my hand and we'll make it - I swear 

Whooah, Livin' on a prayer 



Tommy's got his six string in hock 

Now he's holding in what he used 

To make it talk 

so tough, it's tough 

Gina dreams of running away 

When she cries in the night 

Tommy whispers baby it's okay, someday 



We've got to hold on to what we've got 

'Cause it doesn't make a difference 

If we make it or not 

We've got each other and that's a lot 

For love - we'll give it a shot 



Whooah, we're half way there 

Whooah, Livin' on a prayer 

Take my hand and we'll make it - I swear 

Whooah, Livin' on a prayer 



We've got to hold on ready or not 

You live for the fight when it's all that you've got",pop
Bon Jovi,Always,"This Romeo is bleeding
But you can't see his blood
It's nothing but some feelings
That this old dog kicked up
It's been raining since you left me

Now I'm drowning in the flood

You see I've always been a fighter

But without you I give up

Now I can't sing a love song

Like the way it's meant to be

Well, I guess I'm not that good anymore

But baby, that's just me



And I will love you, baby - Always

And I'll be there forever and a day - Always

I'll be there till the stars don't shine

Till the heavens burst and

The words don't rhyme

And I know when I die, you'll be on my mind

And I'll love you - Always



Now your pictures that you left behind

Are just memories of a different life

Some that made us laugh, some that made us cry

One that made you have to say good-bye

What I'd give to run my fingers through your hair

To touch your lips, to hold you near

When you say your prayers try to understand

I've made mistakes, I'm just a man



When he holds you close, when he pulls you near

When he says the words you've been needing to hear

I'll wish I was him 'cause those words are mine

To say to you till the end of time



Yeah, I will love you baby - Always

And I'll be there forever and a day - Always



If you told me to cry for you

I could

If you told me to die for you

I would

Take a look at my face

There's no price I won't pay

To say these words to you

Well, there ain't no luck

In these loaded dice

But baby if you give me just one more try

We can pack up our old dreams

And our old lives

We'll find a place where the sun still shines



And I will love you, baby - Always

And I'll be there forever and a day - Always

I'll be there till the stars don't shine

Till the heavens burst and

The words don't rhyme

And I know when I die, you'll be on my mind

And I'll love you - Always",pop
Justin Bieber,Sorry,"Oooh, ooh...
Oooh, ooh...
You gotta go and get angry at all of my honesty
You know I try but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?

'Cause I just need one more shot at forgiveness



I know you know that I made those mistakes maybe once or twice

By once or twice I mean maybe a couple of hundred times

So let me, oh let me redeem, oh redeem, oh myself tonight

'Cause I just need one more shot at second chance



Yeah, is it too late now to say sorry?

'Cause I'm missing more than just your body, oh

Is it too late now to say sorry?

Yeah I know that I let you down

Is it too late to say I'm sorry now?



Ooh, ooh... I'm sorry, yeah

Ooh, ooh... Sorry, yeah

Ooh, ooh.. Sorry

Yeah I know that I let you down

Is it too late to say I'm sorry now?



Ooh, ooh... 



I'll take every single piece of the blame if you want me to

But you know that there is no innocent one in this game for two

I'll go, I'll go and then you go, you go out and spill the truth

Can we both say the words and forget this? Yeah



Is it too late now to say sorry?

'Cause I'm missing more than just your body, oh

Is it too late now to say sorry?

Yeah I know that I let you down

Is it too late to say I'm sorry now?



I'm not just trying to get you back on me (oh no no)

'Cause I'm missing more than just your body, oh

Is it too late now to say sorry?

Yeah I know that I let you down

Is it too late to say I'm sorry now?





Ooh, ooh... I'm sorry, yeah

Ooh, ooh... Sorry, oh

Ooh, ooh... Sorry

Yeah I know that I let you down

Is it too late to say I'm sorry now?



Ooh, ooh... I'm sorry, yeah

Ooh, ooh... Sorry, oh

Ooh, ooh... Sorry

Yeah I know that I let you down

Is it too late to say I'm sorry now?",rock
Justin Bieber,Peaches,"I get my peaches out in Georgia, ooh, yeah, shit
I get my weed from California, that's that shit
I took my chick up to the North, yeah, badass bitch
I get my light right from the source, yeah, yeah that’s it
And I see you (Oh), the way I breathe you in (In)

It's the texture of your skin

I wanna wrap my arms around you, baby

Never let you go, oh

And I see you

There's nothing like your touch

It’s the way you lift me up, yeah

And I'll be right here with you 'til the end



I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it



You enjoy it, but I'm for your

All I can want, all I can wish for

Nights alone that we wished for

And days we savin' souvenirs

There's no time, I wanna make more time

And give you my whole life

I left my girl, I’m in my Yorker

Hate to leave, call it torture

Remember when I couldn’t hold her

Left the baggage from her over



I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that’s it



I get the feeling, so I'm sure (Sure)

Hand in my hand because I'm yours

I can't, I can’t pretend, I can't ignore you're right for me

Don't think you wanna know just where I stand, oh

Girl, you got me distracted

The one I need is right in my arms

If this is the sweetest of mind

And I'll be right here with you 'til end of time



I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it

I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it

I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it

I get my peaches out in Georgia, ooh, yeah, shit

I get my weed from California, that's that shit

I took my chick up to the North, yeah, badass bitch

I get my light right from the source, yeah, yeah, that's it",rock
Justin Bieber,What Do You Mean,"What do you mean? Oh
When you nod your head yes
But you wanna say no
What do you mean? Hey
When you don't want me to move
But you tell me to go

What do you mean? 

Oh what do you mean?

Said you're running out of time

What do you mean? 

Oh what do you mean?

Better make up your mind, what do you mean?



You're so indecisive of what I'm saying

Trying to catch the beat, make up your heart

Don't know if you're happy or complaining

Don't want for us to end, where do I start?



First you wanna go to the left then you wanna turn right

Wanna argue all day, make love all night

First you're up then you're down and then between

Oh I really wanna know



What do you mean? Oh

When you nod your head yes

But you wanna say no

What do you mean? Hey

When you don't want me to move

But you tell me to go

What do you mean? 

Oh what do you mean?

Said you're running out of time

What do you mean? 

Oh what do you mean?

Better make up your mind, what do you mean?



You're overprotective when I'm leaving

Trying to compromise but I can't win

You wanna make a point but you keep preaching

You had me from the start, won't let this end



First you wanna go to the left then you wanna turn right

Wanna argue all day, make love all night

First you're up then you're down and then between

Oh I really wanna know



What do you mean? Oh

When you nod your head yes

But you wanna say no

What do you mean? Hey

When you don't want me to move

But you tell me to go



What do you mean? (I wanna know...)

Oh what do you mean?

Said you're running out of time

What do you mean? (Oh baby...)

Oh what do you mean?

Better make up your mind, what do you mean? Oh

When you nod your head yes

But you wanna say no

What do you mean? Hey

When you don't want me to move

But you tell me to go

What do you mean? 

Oh what do you mean?

Said you're running out of time

What do you mean? 

Oh what do you mean?

Better make up your mind, what do you mean?",rock
Justin Bieber,Baby,"Oh whoa, Oh whoa, Oh whoa
You know you love me, I know you care
Just shout whenever, and I'll be there
You are my love, you are my heart
And we would never ever ever be apart



Are we an item? Girl, quit playing

We're just friends, what are you saying?

Say there's another and look right in my eyes

My first love broke my heart for the first time

And I was like...



Baby, baby, baby oooh

Like baby, baby, baby nooo

Like baby, baby, baby oooh

I thought you'd always be mine (mine)



Baby, baby, baby oooh

Like baby, baby, baby nooo

Like baby, baby, baby oooh

I thought you'd always be mine (mine)



Oh, for you I would have done whatever

And I just can't believe we ain't together

And I wanna play it cool, but I'm losin' you

I'll buy you anything, I'll buy you any ring

And I'm in pieces, baby fix me

And just shake me 'til you wake me from this bad dream

I'm going down, down, down, down

And I just can't believe my first love won't be around



And I'm like

Baby, baby, baby oooh

Like baby, baby, baby nooo

Like baby, baby, baby oooh

I thought you'd always be mine (mine)



Baby, baby, baby oooh

Like baby, baby, baby nooo

Like baby, baby, baby oooh

I thought you'd always be mine (mine)



Luda! When I was 13, I had my first love,

There was nobody that compared to my baby

And nobody came between us or could ever come above

She had me going crazy, oh, I was star-struck,

She woke me up daily, don't need no Starbucks.

She made my heart pound, it skipped a beat when I see her in the street and

At school on the playground but I really wanna see her on the weekend.

She knows she got me dazing cause she was so amazing

And now my heart is breaking but I just keep on saying...



Baby, baby, baby oooh

Like baby, baby, baby nooo

Like baby, baby, baby oooh

I thought you'd always be mine (mine)



Baby, baby, baby oooh

Like baby, baby, baby nooo

Like baby, baby, baby oooh

I thought you'd always be mine (mine)



I'm gone (Yeah Yeah Yeah, Yeah Yeah Yeah)

Now I'm all gone (Yeah Yeah Yeah, Yeah Yeah Yeah)

Now I'm all gone (Yeah Yeah Yeah, Yeah Yeah Yeah)

Now I'm all gone (gone, gone, gone...)

I'm gone",rock
Justin Bieber,Never Say Never,"Never say never
never ever ever ever ever
(pick it up pick it up...)
Yeah, yeah never ever ever ever ever
See I never thought that I could walk through fire

I never thought that I could take the burn

I never had the strength to take it higher

Until I reached the point of no return



And there's just no turning back

When your heart's under attack

Gonna give everything I have

It's my destiny



I will never say never, I will fight

I will fight 'til forever, to make it right

Whenever you knock me down, I will not stay on the ground

Pick it up, pick it up, pick it up, pick it up up up and never say never

Ne-never say never

Ne-never say never

Ne-never say never

Never say it, never never say it



I never thought that I could feel this power

I never thought that I could feel this free

I'm strong enough to climb the highest tower

And I'm fast enough to run across the sea



Cause there's just no turning back (oh no)

When your heart's under attack (oh no)

Gonna give everything I have

Cause this is my destiny



I will never say never, I will fight

I will fight 'til forever, to make it right

Whenever you knock me down

I will not stay on the ground

Pick it up, pick it up, pick it up, pick it up up up

And never say never



Here we go Guess who?

J Smith and JB, uh huh

I gotcha lil bro, I can handle them

Hold up, aight? I can handle them

Now he's bigger than me, taller than me

And he's older than me and stronger than me

And his arms a little bit longer than me

But he ain't on a JB song with me

I be trying a chill, they be trying to sour the thrill

No pun intended, was raised by the power of Will

Like Luke with the force, if push comes to shove

Like Kobe in the 4th, ice water with blood, let's go

I gotta be the best, and yes, we're the flyest

Like David and Goliah, I conquered the giant

So now I got the world in my hand

I was born from two stars, so the moon's where I land, I'm gone



I will never say never, I will fight

I will fight 'til forever, to make it right

Whenever you knock me down

I will not stay on the ground

Pick it up, pick it up, pick it up, pick it up up up

And never say never

Say never

I will never say never (never say it, never never say it)

Say never

I will fight to forever to make it right

Whenever you knock me down

I will not stay on the ground

Pick it up, pick it up, pick it up, pick it up up up and never say never



Ne-never say never, (never say it) never say never (never say it)

Ne-never say never (never say it) and never say never 

Ne-never say never,(never say it) ne-never say never (never say it)

Ne-never say never and never say never",rock
Sabrina Carpenter,Please Please Please,"Paroles de la chanson Please Please Please par Sabrina Carpenter
I know I have good judgment, I know I have good taste
It's funny and it's ironic that only I feel that way
I promise 'em that you're different and everyone makes mistakes
But just don't
I heard that you're an actor, so act like a stand-up guy
Whatever devil's inside you, don't let him out tonight
I tell them it's just your culture, and everyone rolls their eyes
Yeah, I know
All I'm asking, baby


Please, please, please
Don't prove 'em right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing, my ego's another
I beg you, don't embarrass me, motherfucker, oh
Please, please, please (Ah)

Well, I have a fun idea, babe (Uh-huh), maybe just stay inside
I know you're cravin' some fresh air, but the ceiling fan is so nice (It's so nice, right?)
And we could live so happily if no one knows that you're with me
I'm just kidding, but really (Kinda), really, really


Please, please, please (Please don't prove 'em right)
Don't prove 'em right
And please, please, please
Don't bring me to tears when I just did my makeup so nice
Heartbreak is one thing (Heartbreak is one thing), my ego's another (Ego's another)
I beg you, don't embarrass me, motherfucker, oh
Please, please, please (Ah)

If you wanna go and be stupid
Don't do it in front of me
If you don't wanna cry to my music
Don't make me hate you prolifically
Please, please, please (Please)
Please, please, please (Please)
Please (Please), please (Please), please

(Ah)",pop hip-hop/rap
Sabrina Carpenter,Nonsense,"Paroles de la chanson Nonsense par Sabrina Carpenter
Oh-oh, oh-oh, oh-oh (Oh-oh, la-la)
Da-ah, ah-ah, ah-ah-ah
Uh-huh, uh-huh, uh-huh, uh-huh
Yeah

Think I only want one number in my phone
I might change your contact to ""Don't Leave Me Alone""
You said you like my eyes and you like to make 'em roll
Treat me like a queen, now you got me feelin' thrown, oh

But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-blee""

I don't want no one else (No, no), baby, I'm in too deep
Here's a lil' song I wrote (A song I wrote), it's about you and me (Me)

I'll be honest
Lookin' at you got me thinkin' nonsense
Cartwheels in my stomach when you walk in
And when you got your arms around me
Oh, it feels so good
I had to jump the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must've lost it
I don't even know, I'm talkin' nonsense
I'm talkin', I'm talkin' (Ah-ah-ah-ah)

I'm talkin' all around the clock
I'm talkin' hope nobody knocks

I'm talkin' opposite of soft
I'm talkin' wild, wild thoughts
You gotta keep up with me
I got some young energy
I caught the L-O-V-E
How do you do this to me?

But I can't help myself when you get close to me
Baby, my tongue goes numb, sounds like ""bleh-blah-bleh-blee""
And I don't want no one else (No, no), baby, I'm in too deep (Too deep)
Here's a lil' song I wrote (A song I wrote), it's about you and me

I'll be honest (Honest)
Lookin' at you got me thinkin' nonsense (Nonsense)

Cartwheels in my stomach when you walk in (When you walk in)
When you got your arms around me
Oh, it feels so good
I had to hit the octave
I think I got an ex, but I forgot him
And I can't find my chill, I must've lost it
I don't even know, I'm talkin' nonsense (Oh-oh)
I'm talkin', I'm talkin', I'm talkin'

I'm talkin', I'm talkin' (Na-na-na), I'm talkin'
(Blah-blah, blah-blah)
Ah-ah, ah-ah, ah (Ah-ah)
I don't even know anymore
(Oh)

This song catchier than chickenpox is
I bet your house is where my other sock is

Woke up this morning, thought I'd write a pop hit, ha-ha
How quickly can you take your clothes off? Pop quiz
That one's not gonna make it
Most of these aren't gonna make",pop hip-hop/rap
Sabrina Carpenter,Espresso,"Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know
That's that me espresso
Move it up, down, left, right, oh
Switch it up like Nintendo

Say you can't sleep, baby, I know

That's that me espresso



I can't relate

To desperation

My 'give a fucks' are on vacation

And I got this one boy

And he won't stop calling

When they act this way

I know I got em'



Too bad your ex don't do it for ya

Walked in and dream came trued it for ya

Soft skin and I perfumed it for ya

I know I Mountain Dew it for ya

That morning coffee brewed it for ya

One touch and I brand newed it for ya



Now he's thinkin' 'bout me every night, oh

Is it that sweet? I guess so

Say you can't sleep, baby, I know

That's that me espresso

Move it up, down, left, right, oh

Switch it up like Nintendo

Say you can't sleep, baby, I know

That's that me espresso



Holy shit

Is it that sweet? I guess so



I'm working late 'cause I'm a singer

Oh, he looks so cute wrapped around my finger

My twisted humor make him laugh so often

My honey bee, come and get this pollen



Too bad your ex don't do it for ya

Walked in and dream came trued it for ya

Soft skin and I perfumed it for ya

I know I Mountain Dew it for ya

That morning coffee brewed it for ya

One touch and I brand newed it for ya



Now he's thinkin' 'bout me every night, oh

Is it that sweet? I guess so

Say you can't sleep, baby, I know

That's that me espresso

Move it up, down, left, right, oh

Switch it up like Nintendo

Say you can't sleep, baby, I know

That's that me espresso



Thinkin' 'bout me every night, oh

Is it that sweet? I guess so

Say you can't sleep, baby, I know

That's that me espresso

Move it up, down, left, right, oh

Switch it up like Nintendo

Say you can't sleep, baby, I know

That's that me espresso



Is it that sweet? I guess so

Mmm, that's that me espresso",pop hip-hop/rap
Sabrina Carpenter,Sue Me,"Paroles de la chanson Sue Me par Sabrina Carpenter
Remember when you said that there’s no second chance?
Oh baby, I heard you been hoping you could change the past
You miss the longer nights, you miss the long goodbyes, you miss the longer nights
(Yep, yep, yep, yep, yep)
Well did you ever think that it was hard for me?
Do I get off like nothing happened, nonchalantly?
I got you feeling like, I got you feeling right, I got you feeling like
(Yep, yep, yep, yep, yep)

That’s my shape, I made the shadow
That’s my lane, don’t wear it out though
Feeling myself can’t be illegal, illegal


So sue me for looking so pretty tonight
Wearing your favourite color under the lights
For moving on, doing everything right
So sue me for being good friends with your friends
And running into you the place that we met
For being something you can’t forget
So sue me

It’s hard to see me on when you’ve been off as hell
But I’m not gonna throw myself because you adore yourself
I know it’s hard to see what you don’t want to see, I know it’s hard to see
(Yep, yep, yep, yep, yep)


That’s my shape, I made the shadow
That’s my lane, don’t wear it out though
Feeling myself can’t be illegal, illegal

So sue me for looking so pretty tonight
Wearing your favourite color under the lights
For moving on, doing everything right
So sue me for being good friends with your friends
And running into you the place that we met
For being something you can’t forget
So sue me

Oh, I, I, I guess I’m hard to ignore
Pick up that jaw off the floor

So sue me for looking so pretty tonight
Wearing your favourite color under the lights

For moving on, doing everything right
So sue me for being good friends with your friends
And running into you the place that we met
For being something you can’t forget
So sue me

Sue me, baby",pop hip-hop/rap
